angle_right_shoulder_hip_knee,angle_right_hip_knee_ankle,angle_left_shoulder_hip_knee,angle_left_hip_knee_ankle,angle_right_elbow_shoulder_hip,angle_left_elbow_shoulder_hip,angle_right_wrist_elbow_shoulder,angle_left_wrist_elbow_shoulder,ndright_shoulder,aright_shoulder,ndright_elbow,aright_elbow,ndright_wrist,aright_wrist,ndright_hip,aright_hip,ndright_knee,aright_knee,ndright_ankle,aright_ankle,ndleft_shoulder,aleft_shoulder,ndleft_elbow,aleft_elbow,ndleft_wrist,aleft_wrist,ndleft_hip,aleft_hip,ndleft_knee,aleft_knee,ndleft_ankle,aleft_ankle
245.0,33.4,167.8,199.4,31.4,38.8,59.4,54.0,0.0,151.6,0.32,125.5,0.18,100.1,0.36,99.8,0.76,119.1,0.62,98.0,0.01,26.1,0.36,47.2,0.18,76.9,0.4,78.1,0.7,81.0,1.0,87.5
208.3,145.5,115.9,30.2,38.7,31.9,56.6,54.4,0.0,156.5,0.35,132.7,0.18,104.5,0.39,101.4,0.59,102.8,1.0,92.4,0.0,28.4,0.34,53.0,0.17,76.8,0.36,77.9,0.81,58.7,0.64,77.0
244.4,21.2,169.8,195.3,29.2,35.9,61.9,57.4,0.0,150.8,0.33,125.0,0.19,99.3,0.38,100.7,0.81,120.6,0.6,103.7,0.02,28.4,0.36,50.1,0.19,80.0,0.42,79.1,0.74,82.9,1.0,87.8
198.9,154.3,115.6,25.2,36.9,30.1,54.0,50.1,0.01,161.4,0.36,132.5,0.16,104.3,0.38,101.9,0.69,100.3,1.0,92.6,0.0,22.2,0.34,52.4,0.15,73.0,0.35,77.1,0.8,57.2,0.57,81.2
238.4,39.6,164.1,200.9,30.1,36.0,55.9,52.4,0.0,150.4,0.33,124.7,0.18,103.5,0.35,100.8,0.71,115.6,0.61,99.9,0.0,28.1,0.35,50.7,0.16,78.4,0.37,78.9,0.67,80.9,1.0,87.8
194.4,164.5,112.6,173.9,33.6,30.8,55.3,53.3,0.04,156.9,0.37,129.6,0.18,102.7,0.43,101.0,0.68,98.6,1.0,92.7,0.0,26.2,0.34,54.1,0.18,75.6,0.36,79.6,0.63,62.8,0.85,54.9
239.8,38.1,156.7,212.6,29.5,36.6,57.3,51.6,0.0,152.6,0.33,126.0,0.18,104.7,0.35,102.2,0.72,117.9,0.61,98.6,0.0,25.7,0.36,50.3,0.17,76.8,0.38,79.7,0.67,79.2,1.0,88.2
211.7,135.4,117.6,28.2,36.0,28.1,51.4,55.1,0.0,158.2,0.35,130.1,0.15,102.7,0.4,99.1,0.68,102.3,1.0,91.6,0.0,23.8,0.32,52.8,0.15,75.6,0.36,76.5,0.76,59.1,0.61,74.2
244.0,16.8,165.1,201.2,28.6,36.2,55.7,51.0,0.0,152.6,0.33,126.1,0.18,106.0,0.36,102.8,0.81,122.6,0.56,105.7,0.0,27.5,0.36,51.1,0.17,77.4,0.39,80.3,0.72,82.4,1.0,88.3
197.5,157.9,112.6,3.6,34.7,28.9,54.3,54.0,0.01,152.0,0.36,127.9,0.17,100.8,0.43,98.9,0.75,97.6,1.0,92.4,0.0,28.5,0.33,54.4,0.17,76.3,0.37,77.8,0.75,58.3,0.65,62.0
240.6,207.2,172.7,193.6,29.6,31.9,56.3,56.8,0.0,151.8,0.31,125.9,0.17,102.3,0.37,100.8,0.71,117.7,0.81,123.8,0.03,26.6,0.37,52.3,0.2,80.8,0.43,79.2,0.76,83.9,1.0,88.6
197.6,156.4,112.7,18.0,32.2,29.6,56.6,59.0,0.04,154.5,0.38,127.4,0.2,100.2,0.44,99.9,0.69,98.7,1.0,91.5,0.0,28.3,0.33,54.3,0.19,77.3,0.38,79.1,0.76,58.6,0.59,72.3
246.7,6.3,163.9,201.5,28.3,32.8,59.7,54.0,0.0,152.3,0.31,126.2,0.18,103.0,0.38,101.9,0.8,123.9,0.56,112.2,0.03,26.8,0.38,52.4,0.2,78.7,0.42,79.4,0.65,80.9,1.0,88.5
207.1,138.6,109.5,23.1,33.1,31.1,55.8,59.3,0.03,152.9,0.37,127.4,0.19,100.3,0.42,99.9,0.71,101.5,1.0,91.5,0.0,28.3,0.32,53.1,0.18,77.0,0.37,78.8,0.76,56.6,0.6,72.5
248.5,1.0,158.4,207.7,31.5,31.5,58.0,54.4,0.0,151.5,0.32,128.3,0.19,105.0,0.39,102.1,0.8,124.3,0.6,116.7,0.02,28.8,0.38,53.7,0.2,79.6,0.43,79.7,0.6,79.5,1.0,88.8
207.0,147.1,111.1,25.0,34.2,32.4,56.5,57.8,0.06,151.3,0.39,127.2,0.2,100.3,0.42,100.0,0.67,100.8,1.0,91.9,0.0,27.4,0.31,51.7,0.18,76.6,0.37,78.8,0.75,56.9,0.59,76.4
245.4,13.4,158.3,209.7,29.9,34.1,56.8,55.0,0.0,159.5,0.33,129.0,0.19,104.9,0.4,102.4,0.82,124.1,0.63,112.5,0.05,23.2,0.41,51.4,0.21,79.0,0.46,80.7,0.72,80.7,1.0,88.1
197.1,155.7,111.0,59.8,33.5,33.5,57.5,58.0,0.05,152.7,0.38,127.3,0.21,99.6,0.42,100.0,0.75,97.8,1.0,91.6,0.0,24.9,0.32,50.8,0.19,74.6,0.36,78.9,0.72,57.2,0.64,53.7
246.9,16.3,163.7,203.2,29.4,33.9,59.6,54.9,0.0,156.2,0.32,128.1,0.2,103.4,0.39,102.4,0.79,124.8,0.58,107.3,0.05,27.9,0.4,52.7,0.21,81.1,0.44,80.4,0.74,82.2,1.0,88.3
214.7,138.6,110.1,18.9,35.6,31.2,53.0,61.7,0.05,152.8,0.39,127.5,0.19,101.1,0.43,98.5,0.66,101.5,1.0,91.6,0.0,26.7,0.31,51.5,0.19,76.5,0.38,77.9,0.73,56.2,0.58,70.5
248.7,15.5,169.1,194.5,30.0,34.4,60.9,57.2,0.0,153.0,0.33,127.2,0.21,103.6,0.4,101.4,0.79,124.3,0.6,109.5,0.05,29.6,0.39,52.5,0.22,81.1,0.45,80.3,0.74,83.6,1.0,88.6
227.6,121.6,111.0,20.2,34.5,33.1,52.0,51.9,0.03,153.9,0.39,127.1,0.19,100.6,0.42,99.0,0.61,105.3,1.0,91.5,0.0,26.8,0.32,50.9,0.16,75.6,0.37,78.0,0.75,56.3,0.57,73.2
252.8,26.5,172.1,196.0,31.2,30.7,62.5,51.3,0.0,159.7,0.31,129.7,0.19,104.5,0.39,101.1,0.74,125.6,0.6,100.6,0.06,25.8,0.4,54.0,0.19,81.8,0.44,79.8,0.83,85.3,1.0,89.1
201.9,142.3,108.3,22.1,31.6,33.4,52.7,56.4,0.06,151.3,0.39,124.9,0.19,98.9,0.43,98.9,0.79,98.5,1.0,90.8,0.0,24.1,0.32,50.1,0.18,76.9,0.37,78.2,0.74,54.3,0.57,75.6
252.4,25.2,169.9,199.9,32.1,30.1,55.2,51.4,0.0,159.6,0.31,129.5,0.17,104.5,0.38,100.5,0.71,124.8,0.57,100.5,0.07,24.6,0.4,53.6,0.19,81.4,0.44,79.0,0.81,83.7,1.0,88.7
208.3,143.5,111.7,21.0,31.8,32.2,52.0,56.3,0.06,155.1,0.38,125.5,0.18,99.3,0.42,98.6,0.7,100.1,1.0,90.9,0.0,17.8,0.31,48.4,0.16,76.3,0.35,76.6,0.74,53.8,0.55,73.6
256.6,20.2,176.1,187.5,33.3,28.3,51.7,47.6,0.0,152.3,0.32,126.1,0.18,94.9,0.41,96.1,0.7,124.0,0.58,103.7,0.14,24.9,0.45,52.8,0.21,76.9,0.49,76.6,0.79,83.6,1.0,87.7
198.4,162.1,110.8,328.3,31.9,32.7,49.1,49.7,0.1,158.5,0.41,126.5,0.17,100.7,0.41,99.9,0.67,97.3,1.0,90.4,0.0,14.7,0.32,48.6,0.14,80.4,0.35,77.4,0.69,54.2,0.58,78.3
252.3,33.7,174.2,192.6,30.4,28.8,46.9,47.0,0.0,167.6,0.32,129.1,0.13,98.7,0.4,99.7,0.75,126.0,0.66,104.7,0.12,21.1,0.42,52.5,0.17,78.6,0.46,77.6,0.87,85.6,1.0,88.4
202.4,134.3,110.9,332.6,30.2,30.7,44.2,46.5,0.11,156.0,0.41,125.8,0.14,101.1,0.44,100.5,0.85,98.8,1.0,91.3,0.0,14.2,0.31,49.3,0.12,81.2,0.37,77.8,0.74,53.8,0.59,78.2
235.4,96.2,175.8,188.5,35.3,25.5,33.2,39.5,0.0,155.8,0.31,128.0,0.07,98.8,0.38,96.6,0.64,110.8,0.6,122.8,0.12,23.5,0.39,53.2,0.08,76.9,0.46,76.6,0.83,84.9,1.0,88.1
203.9,147.7,106.9,336.6,28.5,31.9,39.7,36.5,0.11,160.5,0.37,127.2,0.06,103.1,0.42,100.7,0.74,99.5,1.0,91.1,0.0,4.1,0.3,47.3,0.05,78.2,0.36,79.0,0.66,54.3,0.53,75.7
241.2,93.8,173.5,195.9,38.0,19.9,30.3,38.0,0.0,159.0,0.31,130.9,0.04,103.1,0.37,97.0,0.67,114.5,0.63,121.0,0.09,22.2,0.35,57.0,0.04,79.0,0.45,78.1,0.85,85.4,1.0,88.9
193.7,162.3,100.6,335.1,25.7,33.2,37.8,32.3,0.08,156.3,0.33,125.6,0.01,97.1,0.44,100.1,0.71,96.9,1.0,90.5,0.0,13.7,0.29,48.9,0.01,73.0,0.38,81.1,0.52,64.1,0.49,74.4
256.8,14.8,169.1,213.2,36.8,20.9,28.0,38.5,0.02,172.6,0.3,135.6,0.01,112.6,0.39,99.3,0.67,124.9,0.55,111.2,0.11,14.9,0.34,54.4,0.0,83.1,0.45,78.7,0.88,84.7,1.0,89.6
191.2,170.6,114.8,314.9,9.9,36.9,41.1,18.2,0.17,156.0,0.3,102.8,0.1,96.4,0.47,99.1,0.71,95.2,1.0,90.2,0.0,19.9,0.32,50.0,0.1,75.9,0.44,85.9,0.57,67.5,0.59,81.3
243.9,1.3,176.1,186.2,40.1,9.9,16.9,40.1,0.15,196.4,0.36,150.4,0.09,171.0,0.44,105.1,0.72,123.1,0.62,118.8,0.17,3.7,0.31,57.7,0.0,157.9,0.49,80.9,0.87,88.8,1.0,90.9
182.9,177.0,113.8,0.0,14.9,39.0,37.1,15.8,0.11,155.4,0.31,122.2,0.0,97.2,0.48,100.7,0.82,93.8,1.0,91.3,0.0,15.5,0.27,44.0,0.02,54.1,0.4,81.3,0.67,59.5,0.53,67.8
256.4,0.3,180.8,176.8,64.4,12.8,4.7,37.1,0.04,200.3,0.26,168.2,0.03,233.3,0.4,101.0,0.66,126.9,0.62,124.6,0.12,0.5,0.2,40.1,0.0,264.2,0.47,77.9,0.77,86.1,1.0,88.8
208.6,145.3,106.6,335.6,12.9,57.5,35.5,0.6,0.1,170.7,0.19,130.9,0.0,288.5,0.48,96.0,0.65,98.4,1.0,89.2,0.09,345.9,0.29,14.4,0.06,326.4,0.42,73.1,0.71,49.3,0.58,74.0
254.9,6.8,177.1,187.4,74.0,30.6,11.6,19.9,0.03,196.6,0.25,174.1,0.04,237.2,0.41,102.0,0.72,129.3,0.61,121.4,0.1,16.0,0.18,34.1,0.0,273.6,0.48,79.3,0.78,85.4,1.0,89.3
207.5,150.5,105.7,332.5,24.6,72.6,28.6,11.7,0.1,166.4,0.15,147.4,0.0,266.0,0.49,97.6,0.63,98.9,1.0,90.7,0.04,343.8,0.24,4.9,0.04,305.8,0.41,75.5,0.72,49.4,0.6,78.8
253.7,178.1,177.7,188.3,83.2,33.5,17.3,17.1,0.01,196.8,0.24,179.7,0.04,240.5,0.4,101.1,0.61,123.1,0.77,129.9,0.08,13.3,0.16,30.9,0.0,276.2,0.47,79.6,0.83,86.6,1.0,89.6
180.7,178.4,143.8,266.9,35.9,88.6,14.4,25.0,0.07,162.2,0.12,150.3,0.0,265.3,0.48,98.0,0.74,92.7,1.0,89.4,0.0,352.5,0.2,359.8,0.04,304.7,0.42,80.1,0.59,74.2,0.66,85.2
197.3,117.0,176.3,188.7,254.9,35.5,42.0,73.6,0.0,194.9,0.22,193.4,0.12,250.5,0.44,98.8,0.67,100.6,0.74,93.4,0.08,9.0,0.06,19.3,0.1,273.1,0.48,80.2,0.8,85.6,1.0,89.1
183.2,182.2,146.6,260.6,166.4,103.3,145.2,316.9,0.08,152.1,0.07,159.1,0.06,273.5,0.5,94.6,0.69,91.5,1.0,89.5,0.0,16.7,0.2,355.7,0.07,295.4,0.44,81.3,0.6,75.4,0.69,85.9
230.8,53.6,186.2,153.1,246.1,181.5,56.0,223.6,0.0,183.7,0.22,198.2,0.16,257.7,0.49,99.5,0.73,113.0,0.73,95.5,0.12,12.8,0.12,6.3,0.14,278.8,0.55,80.6,0.89,89.9,1.0,88.9
187.5,169.5,106.4,335.0,121.6,108.0,198.3,306.7,0.1,162.9,0.05,173.1,0.12,265.5,0.54,96.1,0.81,93.2,1.0,90.1,0.0,2.5,0.19,346.2,0.13,282.0,0.47,79.0,0.71,53.3,0.63,82.3
180.9,180.0,204.8,164.0,191.6,184.8,127.2,196.4,0.0,203.1,0.2,236.9,0.41,270.8,0.53,91.5,0.79,89.3,1.0,88.4,0.01,13.1,0.16,297.5,0.39,277.0,0.54,88.4,0.62,92.9,0.74,94.9
180.3,181.3,107.0,318.8,151.2,144.2,211.2,249.3,0.03,121.7,0.02,283.4,0.26,267.8,0.56,89.8,0.78,88.4,1.0,87.9,0.0,67.2,0.13,318.2,0.25,271.5,0.51,83.8,0.59,69.3,0.64,83.5
260.2,171.3,175.4,183.4,189.6,192.9,141.7,191.4,0.0,207.1,0.18,244.7,0.43,273.9,0.45,98.8,0.63,124.9,0.79,132.1,0.1,11.9,0.17,314.2,0.42,281.4,0.51,81.4,0.74,85.3,1.0,88.6
252.6,34.7,174.3,179.3,42.5,49.5,39.3,48.9,0.0,122.9,0.22,125.7,0.12,104.4,0.34,98.1,0.52,117.8,0.5,100.1,0.02,50.0,0.22,51.0,0.13,77.5,0.38,84.4,0.7,88.7,1.0,90.3
186.3,180.2,111.1,312.9,50.0,40.9,48.4,40.1,0.02,126.6,0.23,127.4,0.14,101.2,0.38,94.6,0.71,91.0,1.0,89.5,0.0,58.0,0.21,54.8,0.12,73.9,0.34,80.5,0.53,61.5,0.55,79.9
252.6,37.5,174.0,179.0,40.2,44.5,34.3,43.7,0.0,123.6,0.21,125.0,0.09,102.6,0.34,98.6,0.53,119.1,0.52,99.1,0.02,50.4,0.21,53.8,0.09,82.8,0.37,85.0,0.7,89.1,1.0,90.6
187.9,179.2,112.2,325.0,46.4,39.7,40.6,35.2,0.04,126.7,0.23,125.4,0.1,98.8,0.4,94.4,0.72,91.2,1.0,89.6,0.0,61.0,0.21,55.7,0.11,76.6,0.35,80.7,0.55,61.1,0.52,79.9
253.9,24.2,173.2,179.1,40.8,39.4,28.9,44.7,0.0,123.3,0.21,125.5,0.06,102.9,0.35,99.3,0.54,120.1,0.47,97.2,0.01,49.6,0.19,55.9,0.06,84.4,0.38,85.7,0.7,89.3,1.0,90.6
187.6,179.7,111.7,334.1,40.6,38.3,39.4,26.2,0.03,127.5,0.21,123.3,0.07,96.5,0.39,94.4,0.71,91.1,1.0,89.5,0.0,61.7,0.21,56.8,0.07,76.9,0.35,80.8,0.54,61.1,0.47,81.7
252.9,25.4,173.0,178.9,39.9,38.3,28.4,46.2,0.0,123.0,0.21,125.1,0.06,103.4,0.35,99.4,0.54,119.5,0.47,97.3,0.01,49.9,0.19,56.6,0.07,85.5,0.38,86.0,0.7,89.4,1.0,90.6
187.9,179.8,111.5,333.2,39.0,37.4,40.7,26.6,0.04,128.7,0.22,123.2,0.07,96.3,0.4,94.8,0.72,91.4,1.0,89.8,0.0,63.4,0.21,57.6,0.08,78.5,0.36,81.4,0.54,61.8,0.48,82.3
250.6,27.8,172.7,179.2,40.3,38.0,24.3,46.3,0.0,120.0,0.21,124.6,0.06,104.3,0.35,98.9,0.53,118.8,0.48,96.2,0.02,49.0,0.2,56.3,0.07,85.4,0.39,85.5,0.72,89.1,1.0,90.4
188.3,179.5,112.2,329.7,38.6,38.7,42.2,26.7,0.05,129.2,0.22,123.4,0.07,95.1,0.4,95.0,0.73,91.5,1.0,89.9,0.0,65.9,0.21,57.9,0.09,76.6,0.35,81.8,0.53,62.6,0.49,83.7
249.0,31.1,172.3,179.5,39.0,36.9,22.3,46.5,0.0,116.9,0.21,123.4,0.07,104.4,0.35,98.4,0.53,118.1,0.49,95.9,0.04,48.7,0.21,56.6,0.08,85.7,0.39,85.1,0.71,88.8,1.0,90.2
188.1,179.8,111.4,328.8,35.3,37.8,44.6,21.7,0.05,128.7,0.21,121.6,0.07,92.7,0.4,94.9,0.72,91.3,1.0,89.7,0.0,66.1,0.21,58.6,0.08,75.7,0.35,81.7,0.52,62.7,0.49,83.8
251.7,30.0,173.2,179.6,38.7,34.1,21.3,48.5,0.0,114.8,0.22,122.0,0.08,105.2,0.35,97.3,0.52,117.7,0.49,95.4,0.04,49.6,0.21,58.0,0.09,87.1,0.39,84.7,0.71,88.7,1.0,90.3
186.6,181.2,110.4,324.0,32.5,36.3,49.8,15.7,0.05,129.0,0.21,120.9,0.08,92.1,0.41,95.2,0.72,91.3,1.0,89.8,0.0,68.0,0.21,60.0,0.09,70.1,0.35,82.2,0.49,64.4,0.5,83.5
249.4,31.8,171.7,179.5,35.4,28.1,16.8,54.7,0.0,112.8,0.21,120.3,0.09,109.3,0.36,97.9,0.51,116.9,0.5,95.8,0.05,50.4,0.22,61.3,0.1,88.3,0.4,85.3,0.71,88.8,1.0,90.2
189.2,179.5,108.5,323.5,26.0,33.8,53.8,15.4,0.06,129.2,0.22,117.9,0.09,89.7,0.41,94.9,0.72,91.5,1.0,89.9,0.0,67.1,0.21,60.8,0.09,70.3,0.35,82.2,0.49,63.2,0.5,84.3
249.3,35.0,172.6,178.7,35.5,25.7,16.1,55.2,0.0,112.5,0.21,120.2,0.09,108.5,0.35,97.3,0.5,116.3,0.5,95.4,0.05,46.2,0.22,60.6,0.1,87.8,0.4,84.3,0.7,88.4,1.0,90.0
189.8,179.9,108.6,322.1,25.5,33.8,55.3,15.1,0.07,131.4,0.22,118.9,0.1,91.0,0.41,95.3,0.73,91.7,1.0,90.1,0.0,69.1,0.2,61.2,0.1,70.8,0.36,82.7,0.49,63.7,0.51,84.7
251.4,30.0,172.6,179.1,35.2,24.3,18.5,58.5,0.0,110.8,0.21,119.3,0.09,105.6,0.36,96.7,0.52,117.1,0.5,95.2,0.06,46.0,0.22,60.9,0.11,87.2,0.4,84.1,0.72,88.3,1.0,89.9
189.9,180.2,109.5,324.0,23.6,33.5,58.0,10.6,0.07,130.5,0.22,117.6,0.1,89.9,0.41,94.9,0.73,91.5,1.0,90.1,0.0,69.4,0.21,61.4,0.09,69.7,0.36,82.6,0.5,63.4,0.51,84.1
250.6,36.2,172.6,177.2,34.9,24.2,16.7,59.1,0.0,109.7,0.21,119.0,0.1,108.1,0.37,96.7,0.5,115.5,0.52,95.1,0.07,47.6,0.23,61.4,0.12,87.7,0.41,84.1,0.71,88.2,1.0,89.5
191.2,178.2,109.4,320.6,22.5,32.3,58.6,12.0,0.07,131.0,0.22,117.1,0.1,89.3,0.41,94.8,0.72,91.8,1.0,90.0,0.0,68.7,0.2,61.8,0.09,70.0,0.36,82.4,0.49,64.1,0.51,84.4
249.7,36.8,172.0,177.7,33.7,22.3,15.2,58.9,0.0,110.1,0.21,118.5,0.1,107.8,0.37,96.9,0.51,115.7,0.52,94.9,0.07,48.2,0.23,62.7,0.12,87.9,0.41,84.2,0.71,88.1,1.0,89.3
190.7,178.5,109.0,322.8,21.5,33.1,57.9,13.2,0.07,130.1,0.22,116.5,0.1,90.4,0.41,95.1,0.72,92.0,1.0,90.3,0.0,71.0,0.2,62.6,0.08,72.4,0.36,82.9,0.49,64.1,0.51,84.9
250.3,37.2,172.6,176.1,31.1,18.6,15.2,61.5,0.0,112.0,0.2,117.9,0.1,109.9,0.36,97.4,0.49,115.8,0.51,95.5,0.07,47.4,0.23,64.7,0.12,89.2,0.41,84.7,0.7,88.8,1.0,89.9
190.2,178.4,106.4,320.8,15.1,31.7,63.1,7.5,0.07,131.1,0.22,114.4,0.1,88.2,0.41,95.3,0.73,92.0,1.0,90.2,0.0,70.2,0.2,63.3,0.08,69.6,0.36,83.4,0.48,64.6,0.51,84.7
251.9,36.1,173.2,177.2,32.9,16.8,10.7,61.9,0.0,110.6,0.2,118.3,0.09,111.0,0.36,96.6,0.48,115.5,0.5,95.0,0.07,46.2,0.22,64.5,0.12,90.0,0.4,84.2,0.69,88.5,1.0,89.9
189.8,179.4,107.4,321.3,15.8,30.4,63.3,6.6,0.07,131.5,0.21,114.8,0.1,88.5,0.41,95.4,0.72,91.9,1.0,90.3,0.0,70.2,0.2,64.0,0.09,69.3,0.35,83.5,0.48,64.3,0.5,84.5
251.2,38.0,171.6,179.0,32.4,13.4,11.2,63.7,0.0,110.8,0.2,118.0,0.1,111.6,0.35,96.7,0.48,115.8,0.5,95.6,0.07,45.0,0.23,66.0,0.12,90.0,0.4,84.1,0.69,88.2,1.0,90.0
188.9,180.1,105.4,321.4,14.2,31.7,63.8,11.5,0.07,130.6,0.22,114.2,0.11,89.4,0.41,96.2,0.71,92.3,1.0,90.6,0.0,72.5,0.2,65.2,0.09,72.8,0.36,85.0,0.48,65.2,0.51,85.3
252.6,38.9,171.8,179.2,32.5,9.5,15.7,61.7,0.0,113.0,0.2,119.3,0.11,110.8,0.36,96.0,0.48,115.5,0.5,95.3,0.09,41.7,0.23,66.4,0.11,91.5,0.41,83.5,0.69,87.8,1.0,89.8
187.6,182.0,105.0,321.5,9.1,31.5,62.6,11.9,0.09,130.2,0.22,112.2,0.1,89.1,0.41,96.5,0.71,92.2,1.0,90.6,0.0,71.3,0.2,64.6,0.09,73.1,0.36,85.2,0.48,65.8,0.51,85.6
252.6,39.3,172.6,178.1,34.7,3.2,7.9,59.9,0.0,113.7,0.21,121.6,0.09,114.3,0.37,95.3,0.48,114.3,0.51,94.8,0.11,39.3,0.24,68.0,0.09,94.1,0.42,82.8,0.71,87.6,1.0,89.4
188.0,182.1,103.4,320.7,0.6,32.2,63.0,6.9,0.1,132.8,0.22,109.7,0.09,84.6,0.41,96.8,0.71,92.4,1.0,90.9,0.0,70.2,0.2,63.3,0.07,70.7,0.37,85.7,0.47,66.1,0.51,85.6
253.7,39.6,171.8,179.0,36.9,2.7,0.7,58.2,0.0,113.3,0.2,122.9,0.08,119.5,0.38,94.7,0.48,114.3,0.52,95.1,0.11,40.8,0.23,68.2,0.08,95.5,0.42,83.1,0.71,87.5,1.0,89.2
188.4,181.4,104.3,320.6,2.2,35.8,62.8,2.3,0.09,133.7,0.2,109.4,0.06,81.9,0.42,96.6,0.72,92.4,1.0,90.9,0.0,71.7,0.19,61.3,0.07,67.2,0.37,85.4,0.47,66.0,0.52,85.9
253.4,43.2,173.4,176.8,37.7,2.5,4.2,60.9,0.0,117.7,0.18,124.4,0.08,125.2,0.38,94.3,0.48,114.1,0.53,94.7,0.12,38.9,0.22,67.5,0.07,95.5,0.43,82.5,0.71,87.5,1.0,89.0
188.4,181.4,102.8,315.6,5.4,33.8,63.4,7.1,0.11,135.6,0.21,110.4,0.06,82.2,0.43,97.1,0.73,92.7,1.0,91.2,0.0,63.2,0.18,59.7,0.07,65.5,0.38,86.0,0.47,67.5,0.53,86.2
254.4,45.6,174.5,175.9,58.0,20.7,25.7,71.2,0.02,106.6,0.17,132.3,0.03,143.1,0.38,94.5,0.47,112.2,0.52,94.2,0.1,39.9,0.15,70.0,0.0,108.9,0.42,83.0,0.71,88.0,1.0,89.2
187.3,182.0,105.4,314.9,19.9,53.8,70.8,23.1,0.09,135.7,0.15,106.6,0.0,58.9,0.42,95.7,0.73,91.8,1.0,90.7,0.01,70.3,0.16,48.1,0.02,36.3,0.38,84.6,0.47,66.6,0.52,84.7
256.9,43.7,174.2,175.3,72.0,41.2,42.3,92.0,0.05,115.0,0.19,145.0,0.06,187.7,0.4,95.4,0.48,112.9,0.53,95.4,0.12,33.0,0.12,65.9,0.0,172.4,0.44,83.7,0.72,88.6,1.0,89.5
186.1,183.6,102.1,311.9,38.2,71.2,81.9,44.1,0.11,143.7,0.12,107.1,0.0,5.4,0.44,95.8,0.73,91.6,1.0,90.7,0.03,65.0,0.17,32.2,0.06,346.8,0.39,84.2,0.46,66.6,0.54,84.5
255.3,45.8,173.8,175.5,71.1,45.5,45.1,90.0,0.05,112.7,0.19,143.8,0.07,190.3,0.41,94.9,0.49,112.5,0.55,94.8,0.13,37.1,0.12,66.3,0.0,196.5,0.45,83.7,0.73,88.3,1.0,89.1
186.5,182.9,104.4,315.5,55.0,72.7,95.8,45.7,0.08,141.5,0.07,99.5,0.0,338.2,0.43,94.8,0.73,91.1,1.0,90.3,0.0,56.9,0.15,28.6,0.05,339.0,0.38,82.8,0.47,64.6,0.53,83.5
256.6,45.2,175.4,175.4,75.3,67.1,51.5,110.2,0.05,106.8,0.17,143.3,0.06,192.1,0.42,94.2,0.49,111.8,0.55,94.6,0.13,40.1,0.09,67.5,0.0,206.6,0.45,83.2,0.74,88.1,1.0,89.0
186.1,184.0,103.1,314.6,70.1,78.1,111.9,52.0,0.08,146.2,0.04,103.4,0.04,316.1,0.43,94.8,0.73,91.0,1.0,90.4,0.0,50.0,0.15,20.7,0.08,326.2,0.38,82.7,0.46,63.9,0.53,83.5
254.1,46.1,176.1,173.1,271.2,278.8,67.1,115.5,0.0,123.5,0.14,168.0,0.12,227.0,0.39,95.1,0.47,112.9,0.53,95.0,0.1,28.0,0.02,69.1,0.07,244.7,0.43,83.3,0.72,88.5,1.0,88.9
185.3,183.9,104.0,307.9,95.3,100.0,231.4,282.7,0.1,146.6,0.0,99.8,0.09,297.7,0.44,96.0,0.74,91.7,1.0,91.0,0.02,71.1,0.13,8.9,0.11,309.5,0.4,84.8,0.46,68.6,0.54,85.2
257.9,50.1,176.8,174.0,256.1,262.9,81.9,130.3,0.01,100.3,0.1,169.6,0.09,230.7,0.4,93.2,0.46,110.0,0.54,94.0,0.1,32.3,0.0,58.8,0.06,250.2,0.44,82.7,0.73,87.8,1.0,88.4
186.2,183.7,102.9,305.9,108.7,111.5,217.0,269.7,0.13,146.2,0.0,127.6,0.13,290.9,0.46,96.2,0.75,92.1,1.0,91.3,0.05,79.0,0.14,1.8,0.15,303.7,0.41,85.3,0.46,70.1,0.55,85.5
261.7,48.8,178.0,173.7,246.1,245.8,92.4,145.6,0.05,102.0,0.12,173.0,0.12,234.2,0.43,93.6,0.47,109.8,0.55,95.3,0.12,39.3,0.0,58.9,0.1,250.0,0.47,83.6,0.74,88.3,1.0,88.9
185.9,184.1,106.0,303.5,118.4,116.8,208.7,263.4,0.13,138.7,0.0,130.0,0.12,288.5,0.46,96.1,0.75,92.1,1.0,91.4,0.05,84.0,0.12,359.1,0.14,301.8,0.42,85.7,0.47,70.7,0.56,85.4
256.7,55.5,178.6,174.0,244.3,238.1,94.8,150.5,0.05,104.2,0.13,180.1,0.15,238.9,0.43,94.4,0.49,109.6,0.57,95.7,0.13,43.2,0.0,64.0,0.13,250.5,0.48,84.2,0.74,88.7,1.0,89.3
185.8,184.3,109.0,298.9,125.4,116.5,201.1,263.1,0.13,136.5,0.0,149.2,0.14,287.4,0.47,95.2,0.75,91.6,1.0,91.1,0.05,86.1,0.13,354.5,0.15,300.4,0.42,85.2,0.48,71.2,0.57,85.1
254.3,59.1,177.7,174.0,238.3,231.4,102.5,157.3,0.06,101.2,0.12,183.8,0.15,240.9,0.44,94.5,0.49,109.1,0.58,96.1,0.13,44.9,0.0,23.4,0.13,254.7,0.48,84.6,0.75,88.9,1.0,89.3
