angle_right_shoulder_hip_knee,angle_right_hip_knee_ankle,angle_left_shoulder_hip_knee,angle_left_hip_knee_ankle,angle_right_elbow_shoulder_hip,angle_left_elbow_shoulder_hip,angle_right_wrist_elbow_shoulder,angle_left_wrist_elbow_shoulder,ndright_shoulder,aright_shoulder,ndright_elbow,aright_elbow,ndright_wrist,aright_wrist,ndright_hip,aright_hip,ndright_knee,aright_knee,ndright_ankle,aright_ankle,ndleft_shoulder,aleft_shoulder,ndleft_elbow,aleft_elbow,ndleft_wrist,aleft_wrist,ndleft_hip,aleft_hip,ndleft_knee,aleft_knee,ndleft_ankle,aleft_ankle,pose
144.1,175.2,151.7,173.4,6.8,29.4,80.0,100.7,0.11,159.7,0.36,158.7,0.37,132.4,0.49,154.7,0.75,164.0,1.0,170.1,0.0,153.6,0.18,140.6,0.2,117.9,0.42,155.3,0.69,164.7,0.92,170.4,3.0
148.0,190.1,142.5,190.9,26.2,2.5,252.9,277.4,0.0,22.6,0.16,38.2,0.2,61.5,0.41,27.0,0.68,17.3,0.87,11.4,0.14,17.7,0.4,23.3,0.39,46.3,0.5,25.6,0.76,17.0,1.0,9.7,3.0
141.2,164.6,149.0,172.0,4.5,38.4,92.4,121.0,0.13,163.4,0.4,155.8,0.43,130.6,0.48,152.4,0.76,160.9,1.0,168.6,0.0,132.6,0.13,126.9,0.24,103.5,0.41,148.3,0.65,160.0,0.9,168.6,3.0
147.8,202.1,138.0,191.3,40.7,1.8,236.7,267.8,0.0,35.6,0.17,51.6,0.24,72.0,0.43,31.1,0.67,20.9,0.82,12.8,0.15,15.4,0.42,24.6,0.44,49.1,0.51,27.0,0.75,18.8,1.0,11.2,3.0
131.5,170.7,149.6,164.0,4.9,33.2,94.5,110.9,0.16,165.7,0.44,154.6,0.45,130.3,0.48,151.3,0.77,161.6,1.0,168.2,0.0,131.7,0.15,127.2,0.24,101.6,0.42,146.3,0.67,158.1,0.9,168.2,3.0
142.3,194.9,139.2,196.9,40.9,3.9,236.5,264.7,0.0,39.7,0.17,53.4,0.25,74.1,0.43,32.3,0.63,21.1,0.78,12.8,0.15,15.8,0.44,25.0,0.47,49.5,0.5,28.2,0.75,20.4,1.0,11.9,3.0
130.0,175.1,143.7,173.6,4.2,35.7,96.5,113.6,0.16,166.6,0.44,155.1,0.47,130.1,0.5,151.7,0.77,162.3,1.0,168.3,0.0,130.4,0.15,125.5,0.26,98.4,0.42,146.5,0.67,160.6,0.89,168.6,3.0
145.7,199.7,137.3,161.9,42.4,4.0,239.8,261.3,0.0,47.4,0.18,58.2,0.26,79.0,0.43,35.0,0.66,23.0,0.82,14.1,0.16,16.3,0.45,26.3,0.49,50.0,0.5,29.3,0.76,21.3,1.0,12.6,3.0
131.4,163.8,145.7,162.0,6.4,35.7,101.9,114.0,0.17,166.9,0.46,154.8,0.51,130.5,0.5,150.7,0.78,160.0,1.0,167.7,0.0,125.3,0.18,121.4,0.29,97.4,0.44,143.4,0.68,156.2,0.89,167.2,3.0
138.0,181.4,131.9,193.4,49.7,7.4,233.7,259.4,0.0,50.9,0.18,62.5,0.28,82.4,0.42,35.7,0.62,21.8,0.8,14.4,0.15,17.0,0.46,26.0,0.52,50.2,0.51,30.6,0.76,21.4,1.0,13.2,3.0
119.2,168.0,130.0,173.2,12.3,37.3,103.7,127.5,0.19,164.2,0.51,153.3,0.58,128.8,0.54,146.7,0.77,157.5,1.0,166.4,0.0,117.1,0.18,113.8,0.34,94.0,0.46,136.8,0.66,154.3,0.87,165.8,3.0
127.8,166.7,116.4,192.1,51.9,15.9,229.4,254.4,0.0,59.2,0.2,68.1,0.34,86.3,0.43,38.7,0.61,20.5,0.85,12.9,0.18,17.4,0.51,27.7,0.59,50.5,0.51,35.7,0.75,24.3,1.0,14.2,3.0
109.2,161.9,130.6,145.9,16.2,45.3,119.3,144.4,0.26,165.5,0.62,151.2,0.76,130.4,0.58,144.3,0.8,154.0,1.0,164.0,0.0,105.8,0.24,101.8,0.47,88.2,0.52,130.0,0.74,148.2,0.86,164.3,3.0
120.5,188.8,100.8,200.8,45.3,21.5,212.4,236.9,0.0,69.0,0.25,77.6,0.46,90.5,0.52,49.8,0.7,30.0,0.88,17.8,0.28,19.1,0.64,32.6,0.8,51.9,0.57,41.2,0.8,28.7,1.0,16.7,3.0
107.2,154.9,124.3,141.0,17.2,43.7,124.5,146.1,0.24,164.9,0.63,150.4,0.81,130.1,0.59,142.9,0.82,153.2,1.0,164.3,0.0,102.0,0.24,100.4,0.49,88.3,0.55,127.8,0.72,145.4,0.78,165.1,3.0
122.7,200.5,109.0,128.5,44.6,33.1,211.5,242.7,0.0,76.8,0.29,80.9,0.53,91.8,0.55,53.6,0.73,34.7,0.9,18.0,0.29,19.6,0.72,30.5,0.89,51.0,0.62,44.4,0.88,35.7,1.0,19.3,3.0
96.9,160.3,131.7,144.9,22.9,43.8,125.2,157.2,0.28,163.5,0.68,149.8,0.89,128.6,0.6,140.3,0.79,151.7,1.0,165.2,0.0,93.5,0.26,93.1,0.59,84.2,0.55,122.9,0.69,135.5,0.78,154.4,3.0
113.0,187.1,112.5,117.6,38.8,30.9,212.3,231.9,0.0,83.5,0.3,84.2,0.58,95.2,0.56,58.5,0.68,38.8,0.86,23.0,0.32,16.8,0.76,32.2,0.97,51.1,0.61,44.0,0.9,36.7,1.0,19.3,3.0
44.4,197.5,7.4,253.8,44.7,37.5,135.1,172.0,0.3,157.4,0.69,144.6,1.0,124.6,0.49,128.3,0.51,140.8,0.65,154.9,0.0,59.8,0.43,74.4,0.8,74.0,0.44,102.5,0.32,100.4,0.28,112.1,3.0
85.0,218.0,74.7,258.6,40.4,44.5,187.9,222.0,0.0,122.7,0.36,106.8,0.77,105.4,0.43,76.0,0.41,71.9,0.29,64.4,0.26,18.7,0.66,33.4,1.0,54.1,0.51,54.5,0.63,42.2,0.56,36.0,3.0
30.3,138.4,10.3,275.8,46.5,35.1,147.5,177.5,0.22,155.1,0.62,140.0,1.0,122.4,0.49,115.9,0.46,122.2,0.39,126.5,0.0,45.9,0.39,65.2,0.85,69.4,0.45,92.5,0.3,89.9,0.3,104.1,3.0
17.1,152.2,51.4,325.9,41.5,42.8,185.0,206.8,0.0,136.1,0.42,113.8,0.86,109.7,0.33,85.8,0.19,89.3,0.09,86.4,0.17,21.7,0.59,40.5,1.0,56.9,0.42,61.6,0.44,49.5,0.39,52.8,3.0
55.1,73.3,37.2,24.4,39.5,37.2,162.2,191.2,0.02,152.7,0.52,129.5,1.0,117.2,0.38,104.0,0.39,117.3,0.66,110.6,0.0,30.4,0.51,55.3,0.97,64.7,0.37,79.1,0.3,58.2,0.57,81.5,3.0
11.7,21.8,1.9,287.8,40.0,43.0,170.6,192.3,0.05,147.9,0.5,125.9,1.0,115.1,0.36,102.8,0.15,113.2,0.18,112.4,0.0,32.2,0.48,51.8,1.0,62.6,0.36,78.6,0.27,73.4,0.24,83.2,3.0
13.9,39.9,9.3,23.9,37.4,38.8,173.7,192.9,0.02,149.2,0.47,125.9,1.0,116.0,0.39,101.4,0.0,120.6,0.08,98.6,0.0,28.4,0.49,51.0,0.97,61.9,0.37,75.6,0.16,54.0,0.22,74.5,3.0
2.8,31.6,23.4,262.8,38.9,38.2,167.8,186.7,0.08,150.6,0.54,127.8,1.0,116.5,0.38,105.9,0.18,126.7,0.3,121.1,0.0,31.0,0.47,53.8,0.96,62.8,0.43,81.2,0.25,79.9,0.23,95.2,3.0
20.7,77.2,18.3,51.3,40.0,37.4,177.3,196.4,0.04,151.5,0.47,125.9,0.99,116.2,0.35,99.6,0.09,108.2,0.08,99.7,0.0,24.7,0.52,49.8,1.0,61.6,0.37,73.3,0.28,63.3,0.25,74.7,3.0
8.8,113.0,30.9,227.5,41.0,38.5,162.4,183.1,0.09,150.2,0.53,130.9,1.0,117.8,0.4,107.7,0.08,131.3,0.03,129.4,0.0,31.8,0.47,55.6,0.98,63.2,0.42,83.0,0.13,84.5,0.04,102.9,3.0
19.6,136.4,6.2,243.9,40.4,39.8,178.4,199.0,0.01,146.0,0.45,122.9,0.97,114.9,0.35,96.6,0.07,104.6,0.0,100.5,0.03,26.6,0.52,48.0,1.0,61.0,0.39,72.2,0.26,62.6,0.13,66.2,3.0
15.0,50.1,24.5,74.2,41.0,37.2,160.8,182.0,0.09,153.1,0.54,132.1,1.0,118.4,0.39,108.8,0.26,128.2,0.41,124.0,0.0,31.8,0.44,56.2,0.95,63.9,0.42,84.0,0.17,82.8,0.21,95.4,3.0
15.9,122.6,26.4,299.6,38.3,42.1,183.3,201.7,0.0,149.3,0.44,122.5,0.95,115.7,0.32,97.1,0.11,104.8,0.04,98.9,0.03,22.5,0.51,45.1,1.0,60.0,0.35,70.2,0.28,56.0,0.2,63.6,3.0
10.1,12.4,16.4,45.1,38.8,34.6,158.7,180.5,0.1,155.3,0.56,133.2,1.0,118.8,0.46,108.3,0.2,152.0,0.24,120.7,0.0,31.0,0.45,56.8,0.96,63.7,0.48,84.5,0.06,76.4,0.24,99.7,3.0
284.0,102.8,54.8,32.5,33.4,36.5,190.9,199.2,0.0,134.0,0.41,110.4,0.82,109.2,0.34,87.4,0.38,98.8,0.54,96.9,0.17,21.5,0.59,44.1,1.0,58.0,0.38,59.3,0.46,36.8,0.55,59.7,3.0
84.2,109.0,125.2,208.4,33.0,37.5,153.6,167.5,0.15,161.8,0.61,140.5,1.0,125.3,0.46,123.6,0.61,137.2,0.9,131.3,0.0,51.5,0.42,71.4,0.9,71.6,0.45,99.8,0.55,95.6,0.81,95.6,3.0
296.2,82.4,58.2,92.1,33.7,35.9,198.8,211.4,0.0,126.1,0.4,105.8,0.8,108.4,0.35,82.6,0.36,93.0,0.63,88.5,0.15,22.1,0.65,42.1,1.0,56.6,0.38,55.7,0.46,32.1,0.67,38.4,3.0
61.3,124.3,200.4,172.7,30.8,41.7,153.4,168.7,0.21,157.5,0.62,139.6,1.0,124.1,0.43,128.6,0.5,145.4,0.72,147.2,0.0,57.3,0.35,72.9,0.78,72.7,0.42,104.8,0.55,112.4,0.79,118.5,3.0
54.1,67.6,58.1,146.5,38.0,34.5,197.4,212.8,0.0,118.0,0.39,104.2,0.76,107.8,0.44,75.5,0.42,82.1,0.53,80.6,0.24,19.6,0.67,38.8,1.0,55.5,0.48,53.2,0.58,30.6,0.7,27.0,3.0
68.5,174.3,212.3,182.3,40.4,41.5,142.8,169.3,0.3,157.3,0.7,141.6,1.0,124.5,0.49,128.4,0.59,140.2,0.73,151.6,0.0,65.3,0.34,75.4,0.76,74.2,0.45,105.9,0.53,112.2,0.64,119.3,3.0
9.0,9.7,52.8,115.3,41.7,23.9,196.2,197.6,0.0,107.1,0.36,101.7,0.77,106.1,0.47,73.3,0.37,77.8,0.55,73.2,0.24,20.9,0.66,42.8,1.0,55.0,0.5,51.4,0.61,26.0,0.72,26.3,3.0
66.8,158.5,175.1,172.6,32.0,44.2,151.7,167.1,0.26,159.7,0.66,140.5,1.0,124.6,0.45,131.5,0.57,146.3,0.76,152.3,0.0,65.5,0.33,75.2,0.75,73.5,0.46,107.4,0.62,110.2,0.85,111.3,3.0
49.1,110.4,46.5,127.6,39.1,30.4,196.4,218.0,0.0,106.9,0.34,101.4,0.72,106.1,0.47,73.7,0.41,92.0,0.79,102.4,0.24,21.8,0.7,39.3,1.0,56.0,0.5,50.3,0.53,25.8,0.66,22.8,3.0
77.2,166.0,226.9,169.1,34.8,40.2,130.8,162.6,0.34,161.3,0.75,145.9,1.0,125.4,0.59,132.7,0.69,143.4,0.84,157.2,0.0,71.4,0.36,80.4,0.74,75.8,0.51,111.6,0.56,118.0,0.62,125.4,3.0
105.2,151.2,108.4,196.4,46.2,25.9,208.9,255.6,0.0,47.6,0.31,76.9,0.51,91.6,0.5,48.5,0.65,27.1,0.93,21.2,0.23,29.4,0.68,33.8,0.81,53.9,0.59,45.6,0.83,30.4,1.0,20.7,3.0
115.6,152.8,130.6,151.8,16.9,37.3,114.7,139.6,0.24,161.3,0.62,149.0,0.75,127.6,0.54,142.7,0.82,153.7,1.0,163.7,0.0,105.4,0.2,104.1,0.46,87.3,0.49,128.4,0.68,145.3,0.82,161.4,3.0
139.8,192.1,135.5,190.7,36.7,1.1,238.5,264.6,0.0,41.1,0.17,51.5,0.26,73.0,0.48,30.9,0.68,19.3,0.85,10.5,0.22,13.6,0.48,22.9,0.5,46.8,0.56,25.0,0.79,17.3,1.0,10.5,3.0
136.6,169.6,138.7,177.9,0.6,34.7,90.1,117.9,0.17,163.3,0.48,154.5,0.49,132.1,0.55,153.4,0.79,162.0,1.0,168.9,0.0,132.6,0.14,127.8,0.25,104.4,0.47,147.9,0.72,162.8,0.91,169.5,3.0
147.2,195.4,137.0,190.9,31.5,1.5,240.4,270.3,0.0,31.5,0.16,44.9,0.23,67.4,0.44,29.3,0.7,18.6,0.88,11.3,0.21,11.8,0.47,21.5,0.45,44.8,0.54,23.6,0.78,15.8,1.0,9.1,3.0
139.3,171.8,142.0,177.7,0.4,39.5,84.2,120.7,0.15,168.4,0.46,158.0,0.43,134.3,0.54,156.9,0.78,165.0,1.0,170.9,0.0,138.7,0.13,130.1,0.21,108.9,0.45,151.5,0.71,165.3,0.9,171.5,3.0
151.0,198.4,143.7,190.5,20.8,3.7,260.1,280.3,0.0,18.0,0.16,31.2,0.18,56.9,0.44,22.7,0.71,14.3,0.87,7.7,0.16,11.6,0.43,17.8,0.4,40.5,0.52,20.9,0.76,13.5,1.0,6.8,3.0
144.0,173.5,146.1,172.9,3.0,23.3,79.4,108.6,0.14,170.0,0.42,162.7,0.39,138.3,0.52,159.8,0.77,167.7,1.0,173.3,0.0,167.5,0.14,150.2,0.18,121.2,0.45,158.3,0.7,167.9,0.92,173.9,3.0
166.7,166.8,161.6,193.1,4.3,4.2,277.3,287.8,0.0,352.7,0.14,4.7,0.12,33.7,0.39,8.3,0.68,6.4,0.95,2.3,0.05,7.4,0.3,9.9,0.27,35.2,0.43,12.9,0.72,8.3,1.0,2.6,3.0
162.5,171.7,196.4,169.1,3.7,4.5,67.5,58.4,0.05,173.6,0.3,171.2,0.26,146.0,0.44,168.5,0.74,173.1,1.0,177.0,0.0,183.8,0.2,171.3,0.1,142.6,0.4,170.2,0.69,173.3,0.95,177.3,3.0
165.5,170.6,159.4,188.1,1.1,6.8,278.5,295.0,0.0,349.7,0.16,2.1,0.13,29.6,0.38,7.2,0.68,5.2,0.94,2.1,0.05,4.6,0.3,7.3,0.25,33.4,0.43,11.9,0.73,6.8,1.0,2.4,3.0
162.9,175.0,164.2,172.4,3.0,1.4,63.9,58.7,0.03,172.0,0.29,171.0,0.23,145.3,0.42,168.9,0.73,173.8,1.0,177.3,0.0,185.2,0.22,175.4,0.12,149.2,0.39,171.7,0.69,174.5,0.96,177.5,3.0
168.5,169.3,163.2,188.5,2.5,8.2,281.5,298.8,0.0,354.2,0.2,2.3,0.18,24.4,0.4,6.7,0.71,5.1,0.98,2.0,0.02,7.6,0.28,6.2,0.22,32.8,0.43,11.0,0.73,6.3,1.0,2.1,3.0
162.8,176.5,193.9,172.1,6.2,4.0,62.3,60.4,0.0,172.9,0.26,173.2,0.21,147.2,0.41,169.3,0.72,174.3,1.0,177.4,0.01,185.4,0.23,177.5,0.15,156.9,0.39,172.9,0.69,174.9,0.97,177.7,3.0
168.1,170.3,162.8,189.3,5.5,8.5,280.8,297.2,0.0,353.9,0.2,0.7,0.18,23.8,0.4,6.6,0.7,4.9,0.98,1.9,0.0,5.7,0.27,5.6,0.21,32.3,0.42,11.1,0.72,6.4,1.0,2.0,3.0
162.9,176.1,194.6,171.5,2.9,3.0,61.6,48.4,0.01,175.7,0.27,172.9,0.2,146.5,0.42,170.5,0.73,175.0,1.0,177.9,0.0,186.6,0.23,177.5,0.1,156.5,0.4,173.0,0.7,175.2,0.96,178.2,3.0
169.1,185.6,162.8,183.6,5.0,11.7,291.7,303.5,0.0,353.3,0.21,359.4,0.16,21.4,0.39,4.6,0.7,3.1,0.98,1.0,0.0,2.4,0.25,1.4,0.18,28.5,0.41,8.7,0.72,4.1,1.0,1.1,3.0
165.3,178.8,168.5,173.6,5.7,3.7,57.6,53.8,0.0,182.6,0.25,178.4,0.16,151.9,0.4,173.9,0.72,177.2,1.0,179.0,0.01,187.0,0.24,179.5,0.14,157.9,0.39,175.3,0.7,176.9,0.98,179.1,3.0
172.2,175.7,165.3,181.8,7.8,18.0,310.2,48.7,0.0,345.3,0.21,352.6,0.11,13.9,0.39,360.0,0.7,360.0,0.98,359.0,0.0,348.1,0.24,350.5,0.13,18.5,0.4,3.0,0.72,0.5,1.0,359.0,3.0
168.4,178.4,187.7,174.6,347.6,350.9,46.2,53.5,0.0,197.9,0.24,190.6,0.1,164.4,0.4,180.5,0.72,181.5,1.0,182.2,0.03,200.1,0.25,190.8,0.14,169.6,0.4,182.5,0.71,181.5,1.0,182.3,3.0
161.6,174.8,163.0,175.1,0.8,8.0,62.0,56.3,0.01,182.0,0.28,175.6,0.19,147.9,0.38,174.1,0.7,178.6,1.0,182.0,0.0,208.0,0.18,192.1,0.07,172.5,0.35,181.4,0.67,181.8,0.98,183.2,3.0
168.0,167.4,166.5,184.9,5.8,0.6,297.9,298.8,0.0,331.3,0.17,347.6,0.06,13.4,0.35,357.7,0.67,359.0,0.95,356.5,0.01,1.3,0.27,4.7,0.2,32.9,0.38,4.9,0.7,1.0,1.0,358.0,3.0
161.5,171.6,158.9,174.6,3.2,14.0,64.4,58.9,0.01,180.2,0.28,172.1,0.2,143.7,0.37,172.9,0.7,177.8,1.0,182.0,0.0,209.1,0.19,194.5,0.08,172.1,0.35,180.4,0.67,182.0,0.98,184.0,3.0
158.9,186.3,164.0,183.9,7.3,8.3,307.0,296.2,0.0,329.6,0.18,347.7,0.0,14.8,0.34,359.0,0.7,358.1,0.99,356.3,0.0,359.3,0.28,8.1,0.19,36.7,0.37,4.3,0.71,359.9,1.0,357.2,3.0
164.0,172.7,156.2,172.9,8.2,9.3,63.9,64.2,0.0,168.6,0.27,165.7,0.21,137.8,0.37,170.3,0.69,176.3,1.0,180.9,0.0,207.4,0.18,190.5,0.07,168.3,0.33,178.5,0.66,180.6,0.97,183.4,3.0
156.3,187.0,167.1,193.8,5.7,12.3,304.7,293.2,0.01,330.7,0.19,350.0,0.05,9.1,0.35,0.4,0.68,358.6,0.98,356.1,0.0,4.4,0.27,12.7,0.2,41.1,0.37,6.5,0.68,2.7,1.0,357.1,3.0
160.2,175.7,153.3,172.8,9.0,7.6,64.2,57.9,0.0,168.2,0.27,164.5,0.2,136.3,0.38,169.5,0.7,176.7,1.0,181.1,0.02,208.8,0.2,189.8,0.07,172.3,0.34,178.6,0.67,181.0,0.97,183.9,3.0
154.9,187.2,162.4,182.5,9.8,11.6,306.5,296.8,0.01,326.6,0.19,348.0,0.05,7.3,0.33,1.0,0.67,358.9,0.98,356.2,0.0,11.9,0.26,14.7,0.2,45.5,0.36,8.0,0.68,0.6,1.0,356.6,3.0
166.4,172.7,153.2,172.6,13.6,5.3,60.9,68.2,0.0,163.6,0.26,162.5,0.19,135.5,0.38,170.5,0.69,176.7,1.0,181.6,0.0,210.0,0.17,190.5,0.07,169.8,0.33,179.2,0.66,181.8,0.97,184.9,3.0
154.7,186.8,163.0,183.0,9.7,12.9,310.7,298.2,0.0,329.0,0.18,349.1,0.05,5.5,0.34,2.2,0.67,359.5,0.98,356.6,0.01,16.7,0.26,17.0,0.2,46.3,0.37,9.2,0.68,1.5,1.0,356.9,3.0
166.7,175.5,152.5,174.8,15.1,5.6,58.3,65.3,0.0,157.7,0.25,159.8,0.19,133.6,0.36,169.4,0.68,176.8,1.0,181.5,0.0,209.7,0.16,190.8,0.05,169.9,0.33,179.0,0.65,182.0,0.97,184.8,3.0
155.4,183.6,165.3,186.7,7.4,13.2,308.3,297.3,0.0,330.2,0.18,349.7,0.05,6.7,0.34,1.3,0.68,358.6,0.99,356.5,0.01,21.6,0.25,19.1,0.21,48.0,0.37,10.5,0.69,2.7,1.0,357.2,3.0
164.3,177.7,152.7,176.6,15.0,2.8,57.3,65.2,0.01,150.3,0.26,156.1,0.21,129.3,0.37,166.3,0.68,175.4,1.0,180.6,0.0,207.9,0.16,188.3,0.06,170.1,0.33,178.2,0.65,181.7,0.97,184.2,3.0
154.5,182.0,164.4,184.0,3.0,15.3,300.5,297.9,0.0,328.6,0.17,350.1,0.05,10.7,0.34,0.3,0.67,357.4,0.99,355.5,0.0,21.9,0.24,20.1,0.2,49.7,0.36,10.3,0.68,2.1,1.0,357.1,3.0
166.4,175.2,151.9,177.6,15.1,4.7,57.4,60.8,0.01,146.6,0.26,154.9,0.21,128.8,0.37,166.0,0.68,174.9,1.0,180.6,0.0,205.4,0.17,187.1,0.07,171.0,0.34,177.1,0.65,181.2,0.98,183.9,3.0
156.0,182.3,166.7,185.1,4.2,17.0,298.8,298.7,0.0,328.5,0.16,349.0,0.05,10.0,0.34,0.2,0.67,357.9,1.0,356.3,0.0,26.1,0.24,22.6,0.19,51.0,0.36,11.3,0.67,3.3,0.99,358.0,3.0
166.2,179.7,152.7,180.0,19.2,5.0,58.3,68.4,0.01,148.2,0.24,154.3,0.2,127.5,0.36,167.7,0.69,177.2,1.0,181.5,0.0,211.3,0.15,192.0,0.06,170.1,0.33,179.7,0.67,183.3,0.98,184.8,3.0
154.9,182.9,164.2,184.0,2.5,17.9,295.4,297.9,0.0,326.5,0.15,348.8,0.05,8.5,0.35,0.5,0.67,357.8,1.0,355.7,0.0,29.9,0.23,24.8,0.2,53.9,0.36,12.1,0.66,3.1,1.0,357.1,3.0
167.3,179.1,154.0,178.1,341.5,5.7,56.4,66.4,0.02,144.4,0.25,153.1,0.2,127.3,0.37,166.7,0.69,176.3,1.0,181.0,0.0,210.0,0.15,191.7,0.06,169.6,0.34,179.4,0.66,182.9,0.98,184.9,3.0
151.8,177.6,166.1,185.4,3.7,19.9,301.2,300.3,0.0,328.8,0.16,351.1,0.06,7.6,0.35,2.2,0.67,357.7,1.0,356.4,0.01,35.4,0.24,27.6,0.21,57.0,0.36,13.0,0.68,3.2,1.0,357.2,3.0
167.5,180.0,153.5,181.1,341.9,4.4,55.0,67.4,0.02,144.4,0.24,153.5,0.2,127.4,0.37,167.0,0.67,176.6,1.0,181.2,0.0,212.4,0.15,192.2,0.06,170.0,0.34,180.2,0.65,183.7,0.97,185.0,3.0
153.7,185.4,194.6,181.7,4.2,21.7,292.7,299.1,0.0,326.6,0.16,350.2,0.08,11.0,0.34,1.4,0.67,357.5,0.99,354.4,0.02,36.5,0.25,28.7,0.22,57.4,0.36,13.1,0.67,2.6,1.0,357.2,3.0
167.9,182.9,152.6,176.5,343.9,4.7,49.4,78.8,0.02,141.0,0.24,153.4,0.19,128.3,0.37,166.9,0.68,177.1,1.0,181.2,0.0,217.4,0.15,189.1,0.07,169.8,0.34,181.3,0.66,184.2,0.97,186.4,3.0
156.7,183.5,193.2,181.5,4.3,23.4,277.8,301.6,0.0,326.8,0.17,350.6,0.13,5.8,0.36,1.6,0.68,358.7,1.0,356.4,0.05,40.8,0.26,30.9,0.23,58.1,0.38,13.7,0.69,2.4,1.0,357.0,3.0
167.0,181.4,151.7,181.0,341.9,3.9,51.5,79.6,0.02,142.0,0.23,152.8,0.18,128.1,0.36,167.1,0.67,177.4,1.0,181.9,0.0,218.2,0.14,190.1,0.07,168.2,0.34,181.5,0.66,184.8,0.97,186.1,3.0
156.2,181.2,188.2,188.6,1.7,21.7,285.9,300.8,0.0,325.4,0.17,350.7,0.11,6.6,0.35,0.3,0.67,357.3,1.0,355.6,0.04,42.1,0.25,30.7,0.23,57.3,0.37,13.9,0.68,4.7,1.0,357.8,3.0
171.7,183.0,153.9,179.2,340.9,2.1,43.5,78.0,0.02,141.4,0.23,155.6,0.17,131.3,0.35,171.5,0.66,181.4,1.0,185.3,0.0,225.9,0.14,197.0,0.06,176.0,0.33,186.8,0.65,188.9,0.97,190.1,3.0
159.5,184.8,183.5,191.6,0.3,24.8,288.4,305.3,0.0,319.2,0.17,346.4,0.1,3.1,0.35,354.9,0.68,353.5,1.0,351.5,0.04,39.1,0.25,27.4,0.21,54.2,0.36,8.8,0.68,0.5,1.0,353.5,3.0
168.8,180.1,153.2,180.6,341.6,11.1,51.6,72.9,0.01,157.2,0.24,166.0,0.18,137.2,0.37,179.6,0.67,188.4,1.0,192.9,0.0,227.0,0.12,200.6,0.01,179.5,0.35,194.2,0.65,196.8,0.96,197.9,3.0
152.2,179.8,190.4,185.9,1.4,23.0,300.3,304.4,0.0,311.9,0.13,338.4,0.08,346.6,0.32,350.5,0.67,346.2,1.0,344.5,0.03,30.5,0.27,18.7,0.23,49.2,0.34,2.2,0.67,351.5,0.99,345.3,3.0
169.4,178.0,150.8,182.5,340.8,7.1,52.0,74.1,0.0,161.5,0.24,168.6,0.17,139.2,0.36,181.9,0.68,190.1,1.0,194.8,0.01,230.1,0.13,205.8,0.01,182.5,0.34,196.3,0.66,199.0,0.97,199.6,3.0
151.2,184.0,192.6,179.7,2.5,24.8,298.6,301.9,0.0,313.7,0.11,333.2,0.0,352.4,0.32,347.6,0.65,343.7,0.96,340.9,0.03,19.8,0.26,15.1,0.21,44.0,0.34,359.7,0.66,349.6,1.0,344.9,3.0
167.8,176.6,152.2,181.2,338.7,6.8,57.3,72.7,0.03,169.2,0.26,170.7,0.19,141.1,0.39,183.5,0.69,191.1,1.0,195.8,0.03,230.8,0.13,209.7,0.0,185.7,0.36,197.6,0.68,199.9,0.98,200.6,3.0
150.4,180.3,191.7,186.2,0.3,25.1,294.7,298.9,0.03,310.0,0.13,329.6,0.0,351.4,0.33,344.4,0.66,341.4,0.98,340.1,0.04,10.4,0.26,10.9,0.2,40.5,0.35,356.9,0.67,348.5,1.0,343.0,3.0
169.5,172.9,158.5,175.8,337.2,7.9,60.0,75.8,0.06,174.6,0.28,173.5,0.21,143.3,0.4,185.9,0.7,192.3,1.0,197.4,0.04,234.5,0.12,215.3,0.0,192.3,0.37,201.3,0.68,201.3,0.98,202.4,3.0
149.1,180.1,194.1,181.6,7.7,26.3,66.7,297.3,0.05,306.2,0.12,321.2,0.0,344.6,0.34,342.9,0.67,339.9,0.97,338.6,0.07,2.2,0.29,6.7,0.21,37.7,0.36,353.4,0.69,345.3,1.0,341.3,3.0
168.3,174.6,151.0,179.4,335.5,356.0,61.8,63.3,0.09,178.3,0.3,174.9,0.22,144.6,0.41,187.1,0.71,193.6,1.0,198.1,0.06,235.7,0.13,220.5,0.0,201.8,0.37,199.8,0.7,202.0,0.97,203.1,3.0
153.1,182.7,196.2,181.4,14.2,24.7,59.7,295.3,0.04,304.5,0.13,318.8,0.0,344.9,0.34,341.3,0.66,339.6,0.97,338.1,0.09,358.6,0.29,4.1,0.21,35.3,0.38,352.8,0.68,344.9,1.0,340.7,3.0
163.9,175.1,149.2,177.8,335.9,1.3,67.4,68.8,0.18,182.4,0.37,176.2,0.3,144.4,0.47,186.7,0.73,193.2,1.0,197.8,0.12,235.6,0.17,223.3,0.0,185.4,0.43,199.4,0.73,202.4,0.98,204.1,3.0
151.6,186.5,194.5,185.3,4.8,22.1,68.7,291.8,0.11,299.0,0.15,311.2,0.0,344.2,0.38,339.9,0.68,338.3,0.96,335.9,0.17,354.0,0.35,0.0,0.29,33.0,0.44,350.8,0.71,344.7,1.0,340.1,3.0
162.4,170.3,149.4,177.1,335.0,3.7,73.1,66.3,0.2,182.5,0.41,174.9,0.35,142.5,0.48,185.5,0.74,191.9,1.0,197.8,0.08,229.0,0.14,214.1,0.0,151.2,0.41,195.9,0.71,201.0,0.95,203.7,3.0
