angle_right_shoulder_hip_knee,angle_right_hip_knee_ankle,angle_left_shoulder_hip_knee,angle_left_hip_knee_ankle,angle_right_elbow_shoulder_hip,angle_left_elbow_shoulder_hip,angle_right_wrist_elbow_shoulder,angle_left_wrist_elbow_shoulder,ndright_shoulder,aright_shoulder,ndright_elbow,aright_elbow,ndright_wrist,aright_wrist,ndright_hip,aright_hip,ndright_knee,aright_knee,ndright_ankle,aright_ankle,ndleft_shoulder,aleft_shoulder,ndleft_elbow,aleft_elbow,ndleft_wrist,aleft_wrist,ndleft_hip,aleft_hip,ndleft_knee,aleft_knee,ndleft_ankle,aleft_ankle,pose
126.2,232.4,123.8,250.7,179.9,159.1,175.4,193.7,0.11,157.9,0.12,230.7,0.33,260.5,0.57,117.5,0.75,95.6,0.99,96.7,0.0,109.4,0.05,319.8,0.33,303.1,0.48,107.2,0.71,87.6,1.0,97.0,2.0
240.8,98.5,241.0,107.5,193.8,180.9,172.2,181.1,0.0,81.6,0.11,229.2,0.38,239.6,0.48,73.9,0.68,93.9,0.9,83.4,0.11,12.6,0.15,306.7,0.38,278.1,0.55,61.8,0.72,88.5,1.0,82.5,2.0
122.8,226.3,121.4,245.4,185.3,155.8,172.9,198.8,0.13,160.3,0.19,233.2,0.46,261.6,0.57,119.4,0.7,98.8,1.0,97.1,0.0,90.7,0.12,329.6,0.4,308.2,0.5,106.2,0.71,87.5,1.0,95.4,2.0
246.3,103.5,243.6,115.8,193.0,173.1,172.8,189.1,0.0,89.2,0.1,220.0,0.39,233.9,0.49,72.0,0.68,92.1,0.94,82.8,0.12,18.2,0.18,307.5,0.4,280.4,0.57,59.4,0.71,84.3,1.0,81.8,2.0
120.6,235.2,122.1,244.7,183.2,156.8,172.0,198.0,0.11,162.8,0.17,233.3,0.43,262.6,0.56,118.1,0.7,95.5,1.0,96.1,0.0,75.5,0.13,332.8,0.42,310.2,0.49,104.0,0.7,87.2,1.0,95.4,2.0
242.8,112.4,243.7,114.2,193.6,170.3,171.8,194.1,0.0,94.8,0.11,219.2,0.41,234.1,0.48,73.3,0.66,91.6,0.95,83.8,0.12,13.8,0.19,311.2,0.41,281.0,0.55,59.2,0.69,85.4,1.0,82.1,2.0
130.4,230.7,127.7,239.8,182.4,157.2,172.3,195.4,0.12,158.0,0.14,225.1,0.37,256.6,0.55,116.5,0.72,96.4,0.99,97.3,0.0,76.9,0.1,337.4,0.39,312.3,0.48,102.2,0.71,87.5,1.0,95.1,2.0
235.9,118.4,230.1,131.8,200.4,174.0,166.3,189.3,0.0,113.8,0.14,209.8,0.43,230.3,0.49,79.0,0.69,93.3,0.98,85.7,0.11,16.7,0.16,314.7,0.41,283.1,0.54,62.9,0.72,84.0,1.0,83.5,2.0
166.9,193.3,173.5,185.8,203.5,150.3,151.6,206.6,0.01,148.8,0.14,208.0,0.36,240.9,0.48,101.5,0.64,95.7,1.0,93.2,0.0,31.1,0.15,339.2,0.39,309.6,0.48,84.2,0.66,85.7,1.0,89.1,2.0
189.8,167.4,192.6,165.4,204.4,158.5,161.4,207.7,0.0,137.9,0.12,201.7,0.4,231.4,0.49,95.6,0.67,94.9,1.0,90.7,0.01,25.6,0.13,333.9,0.36,299.4,0.48,78.4,0.66,84.8,0.99,86.8,2.0
176.5,184.0,181.7,177.9,201.2,152.7,156.7,205.1,0.0,146.1,0.13,208.8,0.37,238.9,0.49,98.9,0.64,95.6,1.0,92.6,0.0,30.3,0.14,337.2,0.38,307.8,0.48,81.9,0.65,85.3,0.97,88.2,2.0
185.3,171.8,188.2,170.9,202.7,156.4,161.1,207.5,0.01,135.8,0.1,200.1,0.34,231.4,0.49,96.9,0.66,95.3,0.99,91.1,0.0,31.6,0.11,337.5,0.33,302.4,0.48,79.9,0.66,84.8,1.0,87.3,2.0
181.0,179.1,191.7,168.6,203.9,154.4,153.3,204.3,0.0,145.7,0.14,206.4,0.37,237.3,0.51,98.3,0.63,96.4,0.99,92.8,0.0,30.5,0.14,335.4,0.39,305.7,0.49,81.1,0.63,85.6,1.0,88.7,2.0
180.7,179.5,186.7,172.2,201.5,156.5,160.3,206.3,0.02,139.4,0.11,200.3,0.34,231.9,0.5,97.6,0.62,95.6,1.0,91.6,0.0,33.8,0.11,337.2,0.33,303.0,0.49,80.9,0.65,85.0,0.98,87.4,2.0
186.9,169.8,191.2,167.7,205.5,154.9,153.5,206.4,0.0,145.3,0.14,206.7,0.37,236.5,0.51,97.3,0.66,96.3,1.0,91.9,0.02,30.3,0.15,337.3,0.37,305.4,0.49,80.3,0.66,85.9,1.0,88.3,2.0
176.8,183.4,183.1,175.9,201.5,154.7,156.7,206.8,0.04,139.8,0.13,198.5,0.34,233.1,0.48,99.8,0.62,96.5,1.0,92.6,0.0,41.4,0.11,337.7,0.33,303.8,0.48,82.6,0.64,85.8,0.99,88.3,2.0
191.4,162.9,193.5,166.1,207.8,156.6,152.7,207.0,0.0,136.6,0.13,202.5,0.36,234.6,0.5,95.6,0.69,95.6,1.0,91.0,0.04,30.7,0.15,338.0,0.36,304.6,0.49,78.3,0.67,85.0,1.0,87.6,2.0
168.4,194.0,173.8,187.4,199.0,151.4,155.2,209.5,0.06,144.6,0.15,199.3,0.35,235.5,0.48,101.4,0.63,95.7,1.0,92.7,0.0,43.5,0.12,338.8,0.35,304.2,0.48,84.8,0.68,86.0,0.98,89.1,2.0
194.3,162.1,196.4,161.3,206.5,160.5,152.7,205.4,0.0,130.1,0.11,200.9,0.33,233.8,0.48,94.8,0.65,95.4,0.99,90.8,0.04,33.9,0.12,341.0,0.3,305.1,0.48,77.8,0.64,84.9,1.0,87.3,2.0
165.0,197.3,169.6,190.5,198.3,150.9,157.1,209.8,0.04,146.2,0.13,203.3,0.33,236.1,0.48,101.0,0.63,94.4,1.0,92.0,0.0,39.1,0.13,339.1,0.37,305.9,0.47,84.3,0.67,84.8,1.0,88.3,2.0
197.5,157.3,201.6,156.5,207.8,161.9,153.9,204.4,0.0,128.2,0.11,200.2,0.35,233.0,0.5,93.9,0.67,95.3,1.0,90.4,0.05,32.7,0.13,336.5,0.35,301.0,0.49,76.8,0.65,85.1,1.0,87.1,2.0
159.8,201.2,163.8,195.2,196.9,152.2,158.9,208.6,0.04,148.8,0.13,206.6,0.34,238.9,0.47,102.4,0.63,94.3,1.0,92.1,0.0,38.8,0.14,338.0,0.38,306.6,0.47,85.4,0.67,84.5,0.99,88.0,2.0
202.5,152.8,204.5,155.7,208.0,160.6,153.3,205.5,0.0,129.8,0.12,200.4,0.37,233.5,0.5,92.5,0.69,95.3,0.99,90.5,0.06,31.4,0.14,338.6,0.33,301.4,0.5,75.4,0.66,84.7,1.0,86.9,2.0
163.0,197.3,162.5,197.9,195.4,151.6,160.6,208.1,0.03,146.9,0.12,207.7,0.34,240.6,0.48,102.1,0.65,94.4,1.0,92.1,0.0,42.4,0.13,340.5,0.38,307.4,0.47,85.6,0.7,84.3,0.99,88.0,2.0
203.1,149.2,205.5,155.7,211.8,161.4,151.8,205.9,0.0,126.3,0.13,200.7,0.37,232.6,0.5,91.5,0.68,94.8,0.98,89.3,0.09,27.4,0.17,337.0,0.35,301.1,0.51,73.6,0.67,83.6,1.0,86.4,2.0
153.8,204.1,154.0,206.8,200.6,150.5,155.0,207.2,0.06,148.6,0.14,204.0,0.34,240.1,0.5,105.4,0.66,95.6,1.0,93.1,0.0,48.4,0.13,341.8,0.37,309.5,0.49,88.9,0.7,85.0,1.0,89.0,2.0
221.4,133.8,222.4,140.1,208.2,160.4,155.4,205.3,0.0,121.6,0.11,198.3,0.37,230.0,0.5,88.0,0.66,95.2,0.97,89.4,0.06,28.1,0.12,335.6,0.31,295.5,0.51,70.8,0.66,85.4,1.0,86.5,2.0
145.5,211.2,141.6,222.6,196.0,149.9,156.7,210.0,0.07,150.9,0.14,209.4,0.35,248.3,0.5,109.2,0.69,95.0,1.0,93.5,0.0,59.0,0.13,343.3,0.37,310.4,0.46,94.2,0.7,85.4,0.96,90.9,2.0
228.2,127.7,222.6,140.3,208.4,162.6,156.7,205.9,0.0,123.8,0.13,201.7,0.4,230.6,0.5,85.7,0.66,95.1,0.97,88.7,0.09,22.1,0.17,330.9,0.36,292.4,0.53,68.8,0.67,83.7,1.0,85.2,2.0
145.6,211.0,138.5,225.9,191.5,151.0,161.2,207.8,0.09,151.1,0.14,211.7,0.34,249.1,0.48,110.7,0.67,95.5,1.0,93.9,0.0,59.5,0.13,341.4,0.37,310.3,0.44,95.7,0.68,85.0,0.95,91.1,2.0
239.4,119.7,230.8,129.7,209.6,169.2,154.0,198.1,0.0,119.4,0.16,206.0,0.43,231.4,0.5,79.9,0.66,94.0,0.99,87.4,0.13,13.6,0.19,324.4,0.38,287.7,0.54,64.4,0.67,83.1,1.0,83.2,2.0
141.7,216.5,130.8,234.3,187.8,151.3,163.2,208.7,0.11,155.4,0.14,213.4,0.34,252.0,0.52,112.7,0.71,95.6,1.0,95.0,0.0,59.1,0.16,338.7,0.42,309.7,0.46,98.2,0.7,84.7,0.99,92.2,2.0
251.2,106.7,241.9,131.9,202.6,176.5,161.5,189.5,0.0,99.0,0.11,204.7,0.4,229.1,0.52,74.4,0.67,93.2,0.98,85.7,0.12,18.1,0.14,315.9,0.35,280.3,0.57,60.5,0.66,79.0,1.0,82.8,2.0
120.1,230.5,113.6,247.0,184.0,154.0,163.9,205.1,0.12,159.8,0.13,219.0,0.33,259.9,0.57,117.6,0.68,98.1,0.99,96.1,0.0,76.9,0.12,339.5,0.41,310.2,0.51,103.9,0.67,86.8,1.0,94.0,2.0
262.1,97.9,258.0,102.9,196.9,182.1,166.7,187.5,0.0,80.0,0.1,211.7,0.4,229.7,0.52,67.4,0.65,91.7,0.96,83.5,0.09,13.3,0.12,294.4,0.33,265.8,0.59,56.4,0.68,86.2,1.0,81.9,2.0
114.2,215.3,109.1,254.5,171.6,151.9,180.4,205.1,0.11,171.4,0.14,249.7,0.34,272.6,0.58,123.3,0.62,110.1,1.0,97.8,0.0,106.4,0.11,334.2,0.4,310.2,0.5,110.8,0.66,88.3,1.0,97.0,2.0
263.6,97.2,262.2,95.8,200.0,187.0,163.2,180.8,0.0,61.3,0.09,214.6,0.38,230.7,0.51,63.6,0.62,90.3,0.94,82.1,0.1,11.3,0.11,290.9,0.32,264.0,0.6,54.9,0.67,86.6,1.0,80.7,2.0
125.2,196.9,108.2,255.1,170.6,153.5,180.5,201.8,0.12,176.5,0.15,250.8,0.36,275.7,0.59,125.6,0.67,112.2,0.99,98.6,0.0,118.9,0.12,327.8,0.42,309.6,0.49,114.0,0.66,88.9,1.0,98.0,2.0
257.7,114.9,260.2,102.5,204.1,193.0,160.4,175.9,0.0,55.3,0.13,215.7,0.42,230.4,0.48,63.7,0.61,90.8,1.0,86.1,0.12,9.3,0.11,286.6,0.32,260.0,0.58,54.3,0.65,85.7,0.99,81.4,2.0
127.1,202.8,104.1,258.9,165.2,154.5,184.4,200.5,0.11,172.2,0.09,247.8,0.32,278.9,0.59,124.7,0.7,109.2,0.92,102.2,0.0,120.7,0.11,328.1,0.4,310.7,0.51,115.2,0.66,90.1,1.0,99.0,2.0
260.4,100.3,258.6,105.8,206.9,195.4,159.0,178.2,0.0,45.5,0.15,216.3,0.43,229.6,0.49,63.1,0.62,91.8,0.95,83.2,0.12,7.9,0.13,279.5,0.34,254.7,0.59,55.0,0.67,85.5,1.0,82.0,2.0
102.8,258.2,103.2,260.2,165.4,152.5,182.9,200.2,0.11,176.4,0.12,254.3,0.35,281.9,0.58,124.6,0.67,94.3,1.0,99.4,0.0,138.3,0.14,322.3,0.42,310.0,0.5,116.8,0.63,89.6,0.96,98.8,2.0
259.3,111.5,261.3,101.7,206.0,194.0,161.5,178.2,0.0,43.7,0.11,217.4,0.38,229.6,0.48,62.1,0.6,89.9,0.97,85.0,0.1,10.8,0.1,277.1,0.33,253.2,0.59,54.7,0.67,85.8,1.0,81.2,2.0
111.5,223.6,101.8,263.5,166.1,150.2,180.2,201.1,0.09,178.8,0.12,258.3,0.34,284.1,0.59,125.5,0.66,107.0,1.0,100.2,0.0,141.7,0.11,322.6,0.4,309.8,0.51,116.8,0.63,89.4,0.99,99.4,2.0
259.6,100.3,264.2,97.1,202.7,196.7,167.6,177.3,0.0,29.6,0.1,229.6,0.39,233.4,0.49,61.1,0.61,89.6,0.94,81.8,0.1,6.6,0.1,273.0,0.35,248.5,0.6,53.6,0.67,86.5,1.0,80.8,2.0
92.1,268.5,92.7,264.8,161.3,155.4,187.0,201.2,0.09,170.0,0.07,268.0,0.35,293.4,0.59,126.5,0.65,91.1,1.0,98.9,0.0,147.7,0.1,318.3,0.37,307.5,0.52,120.7,0.61,90.0,0.97,98.6,2.0
256.2,101.5,261.6,99.5,204.9,199.9,165.6,177.1,0.0,35.3,0.08,225.6,0.35,232.4,0.49,62.7,0.63,90.8,0.98,81.8,0.09,10.4,0.07,272.6,0.32,245.0,0.59,54.8,0.67,86.4,1.0,80.8,2.0
95.6,260.4,96.0,265.8,158.7,154.9,187.2,197.5,0.1,166.2,0.05,266.9,0.34,295.1,0.6,125.4,0.65,94.5,1.0,99.1,0.0,141.9,0.09,319.0,0.35,309.2,0.51,118.6,0.62,88.8,0.97,98.5,2.0
255.0,101.5,259.6,97.1,209.2,203.4,164.1,177.2,0.0,37.9,0.02,220.8,0.26,230.3,0.5,63.5,0.64,90.8,0.97,82.5,0.06,19.0,0.01,266.2,0.27,240.1,0.58,58.4,0.68,88.2,1.0,81.6,2.0
97.5,264.5,97.6,264.3,155.9,153.1,187.1,200.4,0.08,157.7,0.0,275.1,0.27,299.4,0.59,122.7,0.68,91.9,1.0,98.4,0.02,128.5,0.02,332.6,0.24,311.9,0.53,116.8,0.64,89.1,0.98,97.8,2.0
249.6,97.0,254.4,88.0,211.5,210.5,165.5,170.5,0.01,50.0,0.0,217.8,0.21,231.7,0.53,71.1,0.68,94.5,0.95,85.5,0.05,34.6,0.0,241.7,0.23,236.9,0.58,67.4,0.72,95.0,1.0,84.6,2.0
109.8,268.9,114.1,260.5,146.5,146.0,190.8,199.0,0.08,145.9,0.0,295.1,0.23,302.5,0.58,111.6,0.73,85.6,1.0,95.3,0.01,128.0,0.05,325.6,0.24,309.5,0.52,107.8,0.69,85.2,0.97,95.0,2.0
234.5,108.2,238.0,100.0,206.0,209.1,172.7,170.7,0.0,57.0,0.02,231.8,0.22,237.9,0.5,76.3,0.7,95.0,0.95,86.8,0.04,40.4,0.01,246.6,0.24,242.8,0.53,72.6,0.74,95.1,1.0,85.7,2.0
121.5,261.3,126.8,254.6,148.4,147.6,190.0,196.3,0.05,140.8,0.01,294.3,0.24,298.2,0.53,106.5,0.73,83.5,1.0,93.7,0.0,123.8,0.04,316.7,0.23,303.4,0.48,102.7,0.7,83.0,0.95,93.2,2.0
227.1,112.7,229.6,106.7,204.7,207.1,170.6,172.3,0.01,58.4,0.02,237.7,0.22,244.0,0.5,78.7,0.71,95.0,0.94,87.0,0.06,41.6,0.0,264.8,0.23,250.3,0.53,74.9,0.74,94.4,1.0,85.6,2.0
128.3,257.4,132.2,249.9,152.1,151.7,189.7,195.7,0.06,137.7,0.0,278.4,0.22,289.8,0.52,104.4,0.74,83.5,1.0,93.5,0.02,117.9,0.03,312.8,0.21,298.0,0.48,100.8,0.71,83.3,0.95,92.8,2.0
219.7,115.7,221.4,114.7,206.0,205.5,165.1,171.7,0.0,48.7,0.0,250.2,0.21,253.1,0.48,79.9,0.71,95.1,0.96,86.4,0.06,34.9,0.0,287.3,0.22,260.3,0.51,75.3,0.74,93.0,1.0,85.4,2.0
137.3,252.2,140.6,239.9,152.6,152.8,189.2,198.2,0.06,138.6,0.0,263.6,0.22,283.6,0.51,101.8,0.75,83.8,1.0,93.6,0.02,119.4,0.01,306.5,0.2,291.6,0.48,99.7,0.71,85.4,0.96,93.4,2.0
180.1,169.3,184.8,166.3,203.4,177.2,161.7,193.2,0.02,112.2,0.0,189.5,0.13,234.9,0.44,95.1,0.74,93.1,1.0,89.7,0.05,53.6,0.01,348.7,0.11,300.5,0.43,83.0,0.71,88.8,0.97,88.4,2.0
176.8,195.3,176.3,191.0,187.1,151.4,163.0,203.2,0.04,124.3,0.01,193.2,0.14,242.2,0.44,95.6,0.73,90.6,1.0,91.9,0.02,79.0,0.0,350.4,0.14,304.5,0.43,88.9,0.73,88.8,1.0,91.4,2.0
181.4,167.7,187.1,165.2,202.9,176.2,160.8,194.1,0.02,109.5,0.0,190.0,0.13,236.3,0.45,93.9,0.73,92.6,1.0,88.9,0.06,52.1,0.02,350.2,0.12,301.4,0.44,81.7,0.7,88.2,0.97,88.0,2.0
173.2,194.9,177.4,188.1,188.4,154.5,162.6,202.3,0.04,122.9,0.0,193.4,0.13,243.7,0.45,96.2,0.71,90.7,0.98,91.4,0.02,73.0,0.0,352.2,0.14,305.0,0.46,87.7,0.73,88.5,1.0,90.9,2.0
180.5,170.4,187.1,166.1,202.6,175.5,161.0,194.5,0.03,110.0,0.0,186.9,0.13,234.8,0.45,94.2,0.73,92.4,1.0,89.3,0.06,56.2,0.01,350.5,0.11,299.6,0.44,82.8,0.7,88.8,0.96,88.6,2.0
171.4,194.3,178.9,188.8,186.8,156.4,162.7,200.8,0.04,127.1,0.01,194.2,0.12,242.2,0.45,98.1,0.71,91.9,0.93,91.9,0.02,70.9,0.0,351.8,0.13,305.6,0.46,86.7,0.75,88.2,1.0,90.9,2.0
185.7,166.7,183.9,171.4,187.6,184.5,147.0,201.4,0.09,71.6,0.0,308.4,0.18,298.6,0.49,86.5,0.74,89.9,0.99,88.4,0.09,79.4,0.01,281.1,0.16,252.7,0.51,87.5,0.74,89.4,1.0,88.3,2.0
171.3,190.6,178.0,189.6,186.5,158.3,163.2,200.0,0.04,127.8,0.01,196.8,0.13,243.2,0.45,98.6,0.68,92.7,0.92,91.7,0.02,67.9,0.0,352.1,0.13,305.9,0.47,86.0,0.74,87.5,1.0,90.5,2.0
185.2,168.2,183.1,171.9,185.6,181.7,171.8,186.1,0.08,76.2,0.0,286.2,0.18,275.8,0.5,87.1,0.74,89.7,1.0,88.2,0.09,71.3,0.02,306.7,0.19,274.6,0.5,86.1,0.74,88.5,1.0,87.9,2.0
171.0,192.5,178.8,187.4,188.2,158.7,160.9,200.7,0.05,127.9,0.02,193.7,0.14,241.6,0.48,98.8,0.71,93.0,0.99,92.3,0.03,70.3,0.0,353.0,0.13,305.5,0.49,87.0,0.76,88.5,1.0,90.9,2.0
192.1,166.5,182.1,172.5,165.4,202.5,206.0,158.1,0.05,46.7,0.05,348.2,0.14,303.0,0.47,79.2,0.69,86.1,0.98,87.3,0.0,112.5,0.01,199.7,0.15,237.9,0.47,92.1,0.7,91.1,1.0,88.4,2.0
180.9,189.8,177.5,179.8,201.8,143.8,148.1,215.9,0.02,112.0,0.0,186.3,0.11,239.9,0.47,91.9,0.73,90.2,1.0,91.5,0.0,85.5,0.0,355.0,0.13,305.7,0.47,91.8,0.73,91.7,0.98,91.5,2.0
191.6,166.4,186.2,173.0,156.8,200.2,211.7,158.7,0.05,56.8,0.04,358.7,0.11,305.9,0.47,81.3,0.7,87.2,0.99,87.7,0.03,108.7,0.0,185.7,0.12,233.4,0.47,90.2,0.7,90.1,1.0,88.2,2.0
173.5,191.4,173.9,189.1,194.3,155.0,154.0,208.4,0.05,123.0,0.02,183.1,0.11,236.6,0.48,97.7,0.73,92.5,1.0,92.2,0.02,72.3,0.0,360.0,0.11,308.6,0.47,89.0,0.73,89.1,1.0,91.3,2.0
179.1,182.5,195.9,170.7,161.6,199.0,204.3,153.0,0.05,69.3,0.0,2.7,0.09,302.4,0.48,86.2,0.72,87.8,1.0,89.5,0.06,119.3,0.06,178.1,0.13,222.6,0.48,90.2,0.69,91.3,0.99,89.7,2.0
181.9,181.6,174.9,186.9,196.1,150.4,149.9,213.3,0.03,118.3,0.0,184.3,0.1,240.2,0.47,94.1,0.71,91.9,1.0,90.8,0.01,65.5,0.02,356.5,0.12,312.1,0.47,87.2,0.7,87.9,1.0,90.2,2.0
190.5,171.3,184.0,172.6,157.8,201.4,218.5,151.8,0.03,45.0,0.05,348.8,0.12,304.2,0.46,79.4,0.67,85.3,0.99,87.6,0.0,124.5,0.02,191.4,0.12,233.4,0.46,93.7,0.68,92.3,1.0,89.2,2.0
177.4,183.8,177.2,179.5,155.8,197.1,210.4,150.7,0.0,59.8,0.01,352.8,0.12,309.2,0.46,86.4,0.71,88.3,1.0,90.4,0.02,128.2,0.02,191.6,0.11,238.1,0.46,98.4,0.69,94.5,0.99,91.8,2.0
191.3,169.9,182.9,179.7,156.2,198.6,216.0,154.3,0.03,58.1,0.01,359.0,0.08,306.3,0.48,81.6,0.67,86.6,1.0,88.3,0.02,118.4,0.0,177.6,0.08,226.6,0.48,92.4,0.67,90.7,1.0,89.1,2.0
176.2,182.7,187.4,175.7,189.6,188.9,176.1,159.7,0.11,70.6,0.0,359.3,0.17,281.0,0.54,89.4,0.74,90.1,1.0,91.2,0.13,125.4,0.1,187.3,0.2,237.4,0.53,94.7,0.72,93.7,0.98,91.8,2.0
189.1,176.8,183.1,173.4,154.0,201.1,215.2,149.9,0.0,47.7,0.04,344.5,0.14,304.8,0.49,80.3,0.69,84.9,1.0,88.0,0.0,129.7,0.03,192.6,0.13,231.1,0.49,95.0,0.68,93.3,1.0,89.8,2.0
187.8,173.9,185.2,172.4,156.0,201.1,211.8,147.2,0.0,59.4,0.01,351.6,0.1,307.1,0.47,85.0,0.67,89.0,1.0,90.7,0.02,129.2,0.04,189.9,0.13,232.5,0.48,97.3,0.65,95.9,0.99,92.1,2.0
186.9,178.5,182.8,174.5,154.2,197.9,213.3,149.4,0.01,44.5,0.05,349.5,0.15,308.7,0.5,79.7,0.68,83.9,1.0,87.4,0.0,128.5,0.02,193.0,0.11,234.6,0.49,94.5,0.68,92.7,1.0,89.6,2.0
196.6,161.8,191.8,165.0,155.8,200.4,213.8,148.0,0.0,60.5,0.0,353.5,0.07,307.7,0.46,83.9,0.69,90.8,1.0,90.8,0.02,129.9,0.04,187.9,0.12,228.9,0.47,96.6,0.66,96.4,0.99,91.9,2.0
186.2,178.1,182.6,174.1,153.5,199.0,214.8,147.4,0.0,43.3,0.06,344.5,0.17,304.8,0.49,80.6,0.68,84.5,0.99,87.6,0.0,135.6,0.04,195.0,0.14,234.6,0.48,95.9,0.69,93.6,1.0,90.1,2.0
197.8,159.5,200.6,158.2,154.9,198.6,213.9,147.6,0.0,53.9,0.01,355.4,0.09,311.2,0.46,82.5,0.66,89.6,1.0,89.8,0.0,124.2,0.01,188.3,0.11,232.5,0.45,92.9,0.65,95.0,0.99,90.6,2.0
178.5,187.5,175.5,181.9,150.0,199.0,219.0,148.9,0.0,53.8,0.04,350.6,0.14,307.2,0.49,83.5,0.67,85.1,1.0,89.1,0.03,136.6,0.04,187.0,0.11,227.7,0.49,98.3,0.67,94.5,0.99,91.1,2.0
197.9,161.8,192.9,163.8,158.4,206.8,234.3,144.8,0.0,52.4,0.01,353.5,0.07,282.6,0.46,82.1,0.67,89.6,1.0,90.3,0.0,126.9,0.04,188.8,0.13,228.4,0.46,95.2,0.66,95.7,1.0,91.5,2.0
169.7,197.1,171.0,185.6,139.2,199.0,227.7,141.5,0.0,53.7,0.08,355.6,0.16,316.0,0.47,83.4,0.67,83.3,1.0,88.0,0.01,134.4,0.01,184.2,0.05,232.2,0.47,98.2,0.67,92.9,0.99,90.2,2.0
206.6,158.2,210.2,145.8,153.0,213.9,213.8,140.6,0.05,38.1,0.07,353.5,0.13,314.1,0.48,75.8,0.67,86.0,0.98,88.1,0.0,120.0,0.07,189.8,0.17,227.5,0.49,89.6,0.67,95.0,1.0,90.0,2.0
163.0,202.5,162.8,194.5,142.5,196.0,221.7,150.2,0.0,56.7,0.07,353.8,0.17,313.0,0.52,87.0,0.67,85.3,1.0,89.8,0.04,148.3,0.05,186.3,0.1,227.3,0.52,101.3,0.67,95.0,0.99,92.0,2.0
210.7,154.1,217.9,138.3,157.1,213.0,212.7,141.5,0.05,31.3,0.08,348.0,0.14,309.7,0.48,74.5,0.65,86.0,0.99,88.3,0.0,123.0,0.09,194.9,0.21,228.9,0.48,88.8,0.66,96.0,1.0,90.1,2.0
158.0,208.0,163.7,192.2,141.9,188.1,218.5,154.7,0.0,60.1,0.06,356.7,0.17,316.5,0.5,87.0,0.67,84.2,1.0,89.0,0.02,142.4,0.01,186.2,0.06,234.9,0.5,100.6,0.69,93.9,0.99,91.2,2.0
225.7,138.2,229.4,126.6,161.1,212.0,214.8,145.1,0.04,30.9,0.06,348.7,0.09,308.9,0.5,72.8,0.63,86.7,0.98,87.9,0.0,114.5,0.07,190.0,0.19,225.2,0.49,87.1,0.64,96.2,1.0,89.6,2.0
135.6,230.8,147.2,206.5,140.3,182.3,218.9,161.0,0.0,78.3,0.04,359.2,0.16,314.7,0.53,93.2,0.65,86.2,1.0,91.7,0.07,151.2,0.04,177.1,0.05,221.0,0.54,106.9,0.68,97.0,0.98,93.7,2.0
224.7,141.3,241.5,114.0,178.8,212.2,197.2,147.5,0.05,36.5,0.0,350.0,0.05,295.1,0.51,72.1,0.65,85.5,0.99,87.1,0.01,104.2,0.04,181.7,0.16,221.6,0.49,84.5,0.63,96.6,1.0,88.9,2.0
119.9,246.5,139.4,215.2,141.6,177.9,218.2,168.6,0.0,85.0,0.01,5.3,0.12,317.2,0.53,95.7,0.63,86.0,1.0,92.3,0.06,143.8,0.02,167.6,0.0,216.6,0.53,107.8,0.67,96.0,0.96,93.9,2.0
225.6,141.5,243.3,113.6,194.1,213.5,188.4,148.6,0.08,36.4,0.0,350.1,0.15,263.0,0.54,71.2,0.69,86.1,1.0,87.3,0.06,100.7,0.08,177.7,0.2,219.2,0.53,83.1,0.65,95.9,1.0,88.9,2.0
125.5,240.9,140.8,213.1,140.7,170.4,216.2,175.2,0.0,88.7,0.02,1.2,0.15,314.9,0.52,96.5,0.64,86.5,1.0,92.4,0.08,149.6,0.02,176.3,0.03,223.7,0.54,108.6,0.66,97.1,0.98,94.1,2.0
232.2,130.0,244.1,111.3,217.0,215.7,169.7,147.7,0.13,30.1,0.0,314.0,0.19,249.8,0.57,69.9,0.69,86.3,1.0,86.3,0.09,91.1,0.09,174.5,0.21,220.6,0.55,81.2,0.65,94.4,1.0,87.4,2.0
112.5,251.2,132.5,224.9,141.1,149.7,217.3,172.3,0.09,93.6,0.09,6.7,0.21,317.1,0.56,99.7,0.65,86.9,1.0,93.1,0.15,143.5,0.06,160.7,0.0,238.5,0.57,109.3,0.69,94.8,0.97,94.1,2.0
235.6,130.1,248.9,109.2,213.8,215.0,169.0,149.1,0.13,31.9,0.0,343.0,0.15,257.6,0.56,69.7,0.66,84.6,0.99,86.1,0.09,89.0,0.08,171.0,0.21,219.4,0.55,79.6,0.65,93.3,1.0,87.0,2.0
108.0,255.5,144.2,199.5,139.9,151.7,219.0,177.6,0.05,98.3,0.07,2.0,0.2,314.0,0.55,101.4,0.63,87.3,1.0,93.7,0.12,147.0,0.0,191.0,0.05,274.3,0.56,111.0,0.71,99.6,0.97,95.0,2.0
235.6,130.7,249.2,106.8,229.9,219.6,166.6,145.7,0.13,38.0,0.0,182.1,0.24,220.6,0.58,71.3,0.68,85.6,1.0,86.4,0.11,88.0,0.12,172.1,0.24,218.2,0.57,80.1,0.66,94.1,1.0,87.3,2.0
114.5,255.3,180.0,156.1,140.6,142.2,204.0,175.0,0.1,99.3,0.07,10.5,0.21,320.5,0.57,98.8,0.66,85.3,1.0,93.1,0.12,133.5,0.0,322.5,0.21,320.8,0.57,106.6,0.69,105.1,0.74,102.9,2.0
